Name,Hash,Id,Tag,Tier,Type,Source,Category,Element,Power,Power Limit,Masterwork Type,Masterwork Tier,Owner,Locked,Equipped,Year,Season,Event,Recoil,AA,Impact,Range,Zoom,Blast Radius,Velocity,Stability,ROF,Reload,Mag,Handling,Charge Time,Draw Time,Accuracy,Charge Rate,Guard Resistance,Guard Efficiency,Guard Endurance,Swing Speed,Shield Duration,Airborne Effectiveness,Crafted,Crafted Level,Kill Tracker,Foundry,Loadouts,Notes,Perks 0,Perks 1,Perks 2,Perks 3,Perks 4,Perks 5,Perks 6,Perks 7,Perks 8,Perks 9,Perks 10,Perks 11,Perks 12,Perks 13,Perks 14,Perks 15,Perks 16,Perks 17,Perks 18
Code Duello,2496242052,"""6917529280226401941""",keep,Legendary,Rocket Launcher,battlegrounds,Power,Solar,1600,,Blast Radius,10,Vault,true,false,4,13,,52,67,0,0,20,100,52,48,15,65,1,84,0,0,0,0,0,0,0,0,0,3,false,0,26,,,,High-Impact Frame*,Linear Compensator,Quick Launch*,Alloy Casing*,Implosion Rounds,Impulse Amplifier*,Chain Reaction*,Targeting Adjuster*,Masterworked: Blast Radius*,Kill Tracker*,Crucible Tracker,,,,,,,,
Orewing's Maul,2108920981,"""6917529290225880684""",keep,Legendary,Grenade Launcher,ironbanner,Energy,Void,1600,,Handling,1,Vault,true,false,3,11,,95,73,0,0,13,100,79,43,90,71,1,77,0,0,0,0,0,0,0,0,0,2,false,0,0,field-forged,,,Lightweight Frame*,Volatile Launch,Linear Compensator,Smart Drift Control*,Spike Grenades*,Implosion Rounds,Quickdraw*,Auto-Loading Holster*,Tier 1: Handling*,Kill Tracker*,Crucible Tracker,,,,,,,,
Cartesian Coordinate,2481881293,"""6917529298136044285""",keep,Legendary,Fusion Rifle,legendaryengram,Energy,Solar,1600,,Range,10,Vault,true,false,4,13,,52,60,60,37,17,0,0,26,0,46,7,60,500,0,0,0,0,0,0,0,0,4,false,0,30,,,,Rapid-Fire Frame*,Hitmark IS,Red Dot 2 MOA*,Enhanced Battery,Liquid Coils*,Under Pressure*,Vorpal Weapon*,Masterworked: Range*,Kill Tracker*,Crucible Tracker,,,,,,,,,
Heritage,4248569242,"""6917529304378404014""",keep,Legendary,Shotgun,deepstonecrypt,KineticSlot,Kinetic,1810,,Stability,10,Hunter(1814),true,false,4,12,,60,68,70,78,12,0,0,58,65,55,6,75,0,0,0,0,0,0,0,0,0,5,false,0,347,,Mactics' Fallen Sunstar Warlock,,Pinpoint Slug Frame*,Arrowhead Brake,Corkscrew Rifling*,Assault Mag,Light Mag*,Reconstruction*,Recombination*,Masterworked: Stability*,Trials Memento Tracker,Nightfall Memento Tracker,Gambit Memento Tracker,Crucible Memento Tracker,Kill Tracker*,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,
The Chaperone,3413860062,"""6917529306860812824""",keep,Exotic,Shotgun,,KineticSlot,Kinetic,1600,,,,Vault,true,false,2,4,,50,70,75,100,12,0,0,30,70,30,6,80,0,0,0,0,0,0,0,0,0,1,false,0,0,tex-mechanica,,,Precision Slug*,Hammer-Forged Rifling*,Accurized Rounds*,The Roadborn*,Hand-Laid Stock*,The Panama Ravine*,Kill Tracker*,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,,,
Igneous Hammer,2351180975,"""6917529310577683897""",keep,Legendary,Hand Cannon,trials,Energy,Solar,1600,,Reload Speed,10,Vault,true,false,4,13,,100,69,92,70,14,0,0,35,120,40,9,47,0,0,0,0,0,0,0,0,0,23,false,0,1,,,,Aggressive Frame*,Arrowhead Brake*,Smallbore,Armor-Piercing Rounds,High-Caliber Rounds*,Outlaw*,Rampage*,Masterworked: Reload Speed*,Kill Tracker,Crucible Tracker*,,,,,,,,,
Bastion,2415517654,"""6917529316590552557""",keep,Exotic,Fusion Rifle,,KineticSlot,Kinetic,1600,,,,Vault,true,false,3,9,,75,65,85,35,15,0,0,52,0,24,5,32,780,0,0,0,0,0,0,0,0,3,false,0,0,,,,Saint's Fists*,Hammer-Forged Rifling*,Liquid Coils*,Breakthrough*,Composite Stock*,Bloodline Memorial*,Kill Tracker*,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,,,
The Fool's Remedy,65611680,"""6917529318006563946""",keep,Legendary,Sidearm,ironbanner,Energy,Solar,1600,,Stability,5,Vault,true,false,3,11,,94,63,35,32,12,0,0,80,450,38,15,74,0,0,0,0,0,0,0,0,0,12,false,0,0,,,,Rapid-Fire Frame*,QuickDot SAS*,Shortspec SAS,Ricochet Rounds*,Light Mag,Feeding Frenzy*,Rangefinder*,Tier 5: Stability*,Kill Tracker*,Crucible Tracker,,,,,,,,,
Commemoration,4230965989,"""6917529318140043437""",keep,Legendary,Machine Gun,deepstonecrypt,Power,Void,1810,,Handling,10,Hunter(1814),true,true,4,12,,80,69,41,78,16,0,0,55,450,55,59,67,0,0,0,0,0,0,0,0,0,18,false,0,828,,"weapons, Mactics' Fallen Sunstar Warlock, Nez Strand Graviton, #1 NEW gryfalcon's #invisible #volatile #, #suspend # #, #GM #Arms-dealer #",,Adaptive Frame*,Arrowhead Brake,Hammer-Forged Rifling*,Accurized Rounds*,Extended Mag,Reconstruction*,Under Pressure*,Targeting Adjuster*,Masterworked: Handling*,Trials Memento Tracker,Nightfall Memento Tracker,Gambit Memento Tracker,Crucible Memento Tracker,Kill Tracker*,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,
The Huckleberry,2286143274,"""6917529331090904638""",keep,Exotic,Submachine Gun,,KineticSlot,Kinetic,1600,,,10,Vault,true,false,1,3,,100,49,22,53,15,0,0,51,750,0,37,86,0,0,0,0,0,0,0,0,0,33,false,0,61,tex-mechanica,,,Ride the Bull*,Fluted Barrel*,Ricochet Rounds*,Rampage*,Short-Action Stock*,The Devil's Work*,Huckleberry Catalyst*,Kill Tracker*,Crucible Tracker,,,,,,,,,,
Heir Apparent,2084878005,"""6917529335150150593""",keep,Exotic,Machine Gun,events,Power,Solar,1809,,,10,Titan(1813),true,false,3,10,Guardian Games,95,90,39,65,0,0,0,58,900,50,129,63,0,0,0,0,0,0,0,0,0,9,false,0,47,,,,Heavy Slug Thrower*,Corkscrew Rifling*,Appended Mag*,Armor of the Colossus*,Combat Grip*,Kill Tracker*,Crucible Tracker,Heir Apparent Catalyst*,,,,,,,,,,,
Seventh Seraph SI-2,3937866388,"""6917529337034241825""",keep,Legendary,Sidearm,rasputin,Energy,Void,1600,,Handling,4,Vault,true,false,3,10,,95,68,43,20,12,0,0,41,360,47,15,75,0,0,0,0,0,0,0,0,0,12,false,0,0,,,,Lightweight Frame*,Corkscrew Rifling*,Hammer-Forged Rifling,Appended Mag*,Flared Magwell,Full Auto Trigger System*,Vorpal Weapon*,Tier 4: Handling*,Kill Tracker*,Crucible Tracker,,,,,,,,,
Brass Attacks,2121785039,"""6917529341917776032""",keep,Legendary,Sidearm,battlegrounds,Energy,Void,1600,,Stability,6,Vault,true,false,4,13,,90,89,56,53,13,0,0,61,325,27,25,36,0,0,0,0,0,0,0,0,0,12,false,0,1,,,,Aggressive Burst*,Chambered Compensator,Smallbore*,Ricochet Rounds*,Light Mag,Killing Wind*,Wellspring*,Tier 6: Stability*,Kill Tracker,Crucible Tracker*,,,,,,,,,
Cryosthesia 77K,603721696,"""6917529350647554533""",keep,Exotic,Sidearm,,KineticSlot,Stasis,1600,,,10,Vault,true,false,4,14,,92,93,51,72,12,0,0,61,260,46,12,47,533,0,0,0,0,0,0,0,0,28,false,0,15,,,,LN2 Burst*,Polygonal Rifling*,Particle Repeater*,Liquid Cooling*,Polymer Grip*,Deletion Protocol*,Kill Tracker*,Crucible Tracker,Cryosthesia 77K Catalyst*,,,,,,,,,,
Null Composure,1644680957,"""6917529352191821427""",keep,Legendary,Fusion Rifle,banshee,Energy,Void,1600,,Range,10,Vault,true,false,4,14,,55,38,55,49,16,0,0,40,0,48,8,71,500,0,0,0,0,0,0,0,0,4,false,0,1106,,,,Rapid-Fire Frame*,Fluted Barrel*,Projection Fuse*,Feeding Frenzy,Heating Up*,Reservoir Burst*,High-Impact Reserves,Technofusion*,Masterworked: Range*,Inferno Heraldry*,Kill Tracker*,Crucible Tracker,,,,,,,
Memory Interdict,3165547384,"""6917529357421582725""",keep,Legendary,Grenade Launcher,legendaryengram,Power,Void,1600,,Blast Radius,10,Vault,true,false,4,14,,100,58,0,0,13,60,28,58,120,42,5,52,0,0,0,0,0,0,0,0,0,6,false,0,62,omolon,,,Adaptive Frame*,Countermass*,Smart Drift Control,Spike Grenades*,Augmented Drum,Impulse Amplifier*,Chain Reaction*,Masterworked: Blast Radius*,Kill Tracker*,Crucible Tracker,,,,,,,,,
Deathbringer,2232171099,"""6917529361118187408""",keep,Exotic,Rocket Launcher,,Power,Void,1600,,,10,Vault,true,false,3,8,,58,72,0,0,20,100,35,53,15,63,1,66,0,0,0,0,0,0,0,0,0,3,false,0,266,,,,Dark Deliverance*,Volatile Launch*,Alloy Casing*,Dark Descent*,Composite Stock*,Kill Tracker*,Crucible Tracker,Deathbringer Catalyst*,,,,,,,,,,,
Chroma Rush,1119734784,"""6917529362853113863""",keep,Legendary,Auto Rifle,servitor,KineticSlot,Kinetic,1600,,Reload Speed,10,Vault,true,false,4,14,,55,80,18,25,16,0,0,71,720,67,54,30,0,0,0,0,0,0,0,0,0,10,false,0,4170,,,,Rapid-Fire Frame*,Chambered Compensator*,Hammer-Forged Rifling,Tactical Mag*,Steady Rounds,Feeding Frenzy*,Kill Clip*,Masterworked: Reload Speed*,Kill Tracker*,Crucible Tracker,,,,,,,,,
Crown-Splitter,2782325302,"""6917529371634880404""",keep,Legendary,Sword,legendaryengram,Power,Void,1600,,Impact,1,Vault,true,false,4,14,,0,0,73,0,0,0,0,0,0,0,52,0,0,0,0,10,70,0,60,0,0,0,false,0,0,,,,Aggressive Frame*,Hungry Edge*,Enduring Blade,Tempered Edge,Heavy Guard*,Tireless Blade*,Surrounded*,Tier 1: Impact*,Kill Tracker*,Crucible Tracker,,,,,,,,,
Gridskipper,1621558458,"""6917529381253811496""",keep,Legendary,Pulse Rifle,servitor,Energy,Void,1800,,Range,10,Vault,true,false,4,14,,55,80,23,63,18,0,0,47,540,35,35,22,0,0,0,0,0,0,0,0,0,10,false,0,4,,,,Rapid-Fire Frame*,Extended Barrel,Full Bore*,Appended Mag,Ricochet Rounds*,Heating Up*,Frenzy*,Minor Spec*,Masterworked: Range*,Kill Tracker,Crucible Tracker*,,,,,,,,
Fatebringer,2171478765,"""6917529398846577057""",keep,Legendary,Hand Cannon,vaultofglass,KineticSlot,Kinetic,1600,,Range,10,Titan(1813),true,false,4,14,,98,84,84,76,14,0,0,57,140,46,11,55,0,0,0,0,0,0,0,0,0,10,false,0,550,,,,Adaptive Frame*,Hammer-Forged Rifling*,Smallbore,Accurized Rounds*,Alloy Magazine,Explosive Payload*,Eye of the Storm*,Masterworked: Range*,Kill Tracker*,Crucible Tracker,,,,,,,,,
Deafening Whisper,981718087,"""6917529406211572923""",keep,Legendary,Grenade Launcher,wrathborn,Energy,Void,1600,,Reload Speed,1,Vault,true,false,4,12,,81,63,0,0,13,100,69,53,72,71,1,67,0,0,0,0,0,0,0,0,0,2,false,0,0,,,,Wave Frame*,Volatile Launch*,Quick Launch,High-Velocity Rounds,Implosion Rounds*,Surplus*,Threat Detector*,Tier 1: Reload Speed*,Kill Tracker*,Crucible Tracker,,,,,,,,,
Shayura's Wrath,3682803680,"""6917529410196885503""",keep,Legendary,Submachine Gun,trials,Energy,Void,1600,,Handling,3,Vault,true,false,4,14,,95,60,25,59,15,0,0,54,600,39,27,45,0,0,0,0,0,0,0,0,0,25,false,0,0,,,,Precision Frame*,Chambered Compensator,Fluted Barrel*,Steady Rounds,Flared Magwell*,Killing Wind*,Tap the Trigger*,Tier 3: Handling*,Kill Tracker*,Crucible Tracker,,,,,,,,,
Vision of Confluence,3186018373,"""6917529411690462130""",keep,Legendary,Scout Rifle,vaultofglass,Energy,Solar,1600,,Reload Speed,10,Vault,true,false,4,14,,75,65,62,51,20,0,0,57,180,57,16,60,0,0,0,0,0,0,0,0,0,10,false,0,592,,,,Precision Frame*,Arrowhead Brake,Fluted Barrel*,Extended Mag,Ricochet Rounds*,Surplus*,Firefly*,Oiled Algae*,Masterworked: Reload Speed*,Kill Tracker*,Crucible Tracker,,,,,,,,
Corrective Measure,471518543,"""6917529411769293830""",keep,Legendary,Machine Gun,vaultofglass,Power,Void,1600,,Stability,3,Vault,true,false,4,14,,100,72,41,52,15,0,0,65,450,58,64,74,0,0,0,0,0,0,0,0,0,6,false,0,0,,,,Adaptive Frame*,Arrowhead Brake*,Hammer-Forged Rifling,Tactical Mag*,Alloy Magazine,Demolitionist*,Firefly*,Tier 3: Stability*,Kill Tracker*,Crucible Tracker,,,,,,,,,
Hung Jury SR4 (Adept),681067419,"""6917529414312481588""",keep,Legendary,Scout Rifle,nightfall,KineticSlot,Kinetic,1600,,Stability,10,Vault,true,false,4,14,,75,67,62,57,22,0,0,75,180,59,17,58,0,0,0,0,0,0,0,0,0,22,false,0,132,omolon,,,Precision Frame*,Arrowhead Brake,Corkscrew Rifling*,Accurized Rounds,Tactical Mag*,Subsistence*,Bottomless Grief,Firefly*,Refurbished Black Armory*,Masterworked: Stability*,Kill Tracker*,Crucible Tracker,,,,,,,
Worldline Zero,1864563948,"""6917529420445211614""",keep,Exotic,Sword,,Power,Arc,1810,,,10,Hunter(1814),true,false,1,3,,0,0,61,0,0,0,0,0,0,0,62,0,0,0,0,20,40,0,100,40,0,0,false,0,524,,#a-cowl #12punch #,,Tesseract*,Tempered Edge*,Infinite Guard*,Assassin's Blade*,Tireless Blade*,Positive Infinity*,Worldline Catalyst*,Kill Tracker*,Crucible Tracker,,,,,,,,,,
Borrowed Time,875848769,"""6917529420691707106""",keep,Legendary,Submachine Gun,drifter,Energy,Solar,1600,,Reload Speed,2,Vault,true,false,4,14,,82,38,22,47,15,0,0,23,720,24,26,57,0,0,0,0,0,0,0,0,0,12,false,0,0,,,,Aggressive Frame*,Corkscrew Rifling*,Full Bore,Armor-Piercing Rounds*,Ricochet Rounds,Feeding Frenzy*,Frenzy*,Tier 2: Reload Speed*,Kill Tracker*,Crucible Tracker,,,,,,,,,
Vouchsafe,3242168339,"""6917529421907215036""",keep,Legendary,Scout Rifle,dreaming,Energy,Void,1600,,Reload Speed,10,Vault,true,false,4,13,,47,73,60,48,20,0,0,37,200,65,16,68,0,0,0,0,0,0,0,0,0,10,false,0,242,,,,Lightweight Frame*,Corkscrew Rifling*,Hammer-Forged Rifling,Accurized Rounds*,Alloy Magazine,Rapid Hit*,Explosive Payload*,Taken Spec*,Masterworked: Reload Speed*,Kill Tracker*,Crucible Tracker,,,,,,,,
Lorentz Driver,3761898871,"""6917529449775916644""",keep,Exotic,Linear Fusion Rifle,,Energy,Void,1600,,,10,Vault,true,false,4,15,,100,22,41,38,25,0,0,52,0,28,6,40,533,0,0,0,0,0,0,0,0,1,false,0,8,,,,Lagrangian Sight*,Arrowhead Brake*,Enhanced Battery*,EM Anomaly*,Composite Stock*,Kill Tracker,Crucible Tracker*,Lorentz Driver*,,,,,,,,,,,
One Thousand Voices,2069224589,"""6917529453341108996""",keep,Exotic,Fusion Rifle,lastwish,Power,Solar,1800,,,,Vault,true,false,2,4,,100,100,100,100,25,0,0,50,0,30,4,0,1000,0,0,0,0,0,0,0,0,6,false,0,0,,,,Ahamkara's Eye*,Extended Barrel*,Liquid Coils*,Unforeseen Repercussions*,Fitted Stock*,Scrimshander's Song*,Kill Tracker*,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,,,
Found Verdict,3197270240,"""6917529462528534966""",keep,Legendary,Shotgun,vaultofglass,Energy,Arc,1600,,Reload Speed,2,Vault,true,false,4,14,,75,37,80,31,12,0,0,37,55,48,5,49,0,0,0,0,0,0,0,0,0,2,false,0,0,,,,Aggressive Frame*,Barrel Shroud*,Corkscrew Rifling,Appended Mag,Tactical Mag*,Rewind Rounds*,Vorpal Weapon*,Tier 2: Reload Speed*,Kill Tracker*,Crucible Tracker,,,,,,,,,
Dead Man's Tale,3654674561,"""6917529462991555965""",keep,Exotic,Scout Rifle,dungeon,KineticSlot,Kinetic,1600,,,,Vault,true,false,4,13,,100,60,100,65,18,0,0,60,120,50,14,45,0,0,0,0,0,0,0,0,0,17,false,0,0,tex-mechanica,,,Cranial Spike*,Polygonal Rifling*,Ricochet Rounds*,Vorpal Weapon*,Fitted Stock*,Kill Tracker*,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,,,,
Reed's Regret,1399243961,"""6917529470396231724""",keep,Legendary,Linear Fusion Rifle,trials,Power,Stasis,1600,,Handling,10,Vault,true,false,4,15,,76,66,41,55,25,0,0,53,0,28,6,56,533,0,0,0,0,0,0,0,0,14,false,0,42,,,,Precision Frame*,Fluted Barrel*,Smallbore,Enhanced Battery,Projection Fuse*,Killing Wind*,Rampage*,Masterworked: Handling*,Kill Tracker*,Crucible Tracker,,,,,,,,,
Ager's Scepter,1833195496,"""6917529478375136080""",keep,Exotic,Trace Rifle,,KineticSlot,Stasis,1800,,,10,Hunter(1814),true,false,4,15,,100,100,6,69,16,0,0,99,1000,55,97,62,0,0,0,0,0,0,0,0,0,15,false,0,1662,,"8/22/2023, 5:41:40 PM, #a-cowl #12punch #",,Ager's Call*,Arrowhead Brake*,Particle Repeater*,Rega's Refrain*,Hand-Laid Stock*,Kill Tracker*,Crucible Tracker,Ager's Scepter Catalyst*,,,,,,,,,,,
Vulpecula,1622998472,"""6917529486729296483""",keep,Legendary,Hand Cannon,lost,KineticSlot,Stasis,1600,,Range,10,Vault,true,false,4,15,,97,69,78,42,14,0,0,63,180,62,13,44,0,0,0,0,0,0,0,0,0,10,false,0,368,,,,Precision Frame*,Corkscrew Rifling,Fluted Barrel*,Tactical Mag*,Steady Rounds,Killing Wind*,Explosive Payload*,Masterworked: Range*,Kill Tracker*,Crucible Tracker,,,,,,,,,
The Guiding Sight,1641430382,"""6917529493023901158""",keep,Legendary,Scout Rifle,ironbanner,KineticSlot,Kinetic,1600,,Reload Speed,10,Vault,true,false,4,12,,75,30,67,75,22,0,0,24,150,46,13,37,0,0,0,0,0,0,0,0,0,10,false,0,0,,,,High-Impact Frame*,Rifle Scope ST,Cleanshot IS*,Armor-Piercing Rounds,High-Caliber Rounds*,Rapid Hit*,Vorpal Weapon*,Masterworked: Reload Speed*,Kill Tracker,Crucible Tracker*,,,,,,,,,
Thorn,3973202132,"""6917529496550657744""",keep,Exotic,Hand Cannon,,KineticSlot,Kinetic,1600,,,,Vault,true,false,2,6,,100,85,84,49,14,0,0,55,140,40,9,85,0,0,0,0,0,0,0,0,0,21,false,0,0,,,,Mark of the Devourer*,Corkscrew Rifling*,Accurized Rounds*,Soul Devourer*,For the King*,Textured Grip*,Kill Tracker*,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,,,
Ticuu's Divination,3260753130,"""6917529497568958956""",keep,Exotic,Combat Bow,,Energy,Solar,1810,,,10,Vault,true,false,4,13,,60,79,68,0,18,0,0,62,0,60,0,66,0,580,47,0,0,0,0,0,0,23,false,0,5213,,,,Sacred Flame*,Tactile String*,Straight Fletching*,Causality Arrows*,Solar Astrolabe*,Kill Tracker*,Crucible Tracker,Ticuu's Divination Catalyst*,,,,,,,,,,,
Lumina,3512014804,"""6917529507035198003""",keep,Exotic,Hand Cannon,,KineticSlot,Kinetic,1600,,,10,Vault,true,false,2,7,,100,88,84,63,14,0,0,60,140,61,13,76,0,0,0,0,0,0,0,0,0,27,false,0,20,,,,Noble Rounds*,Chambered Compensator*,Accurized Rounds*,Blessing of the Sky*,Polymer Grip*,Kill Tracker*,Crucible Tracker,Lumina Catalyst*,,,,,,,,,,,
Vex Mythoclast,4289226715,"""6917529510846109681""",keep,Exotic,Fusion Rifle,vaultofglass,Energy,Solar,1800,,,10,Vault,true,false,4,14,,100,75,33,85,15,0,0,40,360,60,33,60,533,0,0,0,0,0,0,0,0,19,false,0,4,,,,Timeless Mythoclast*,Arrowhead Brake*,Volatile Battery*,Temporal Unlimiter*,Hand-Laid Stock*,Clast of Its Own*,Kill Tracker,Crucible Tracker*,Vex Mythoclast Catalyst*,,,,,,,,,,
Imperial Needle,3460122497,"""6917529516948086801""",keep,Legendary,Combat Bow,battlegrounds,Energy,Void,1600,,Stability,3,Vault,true,false,4,13,,52,80,68,0,19,0,0,50,0,60,0,68,0,580,47,0,0,0,0,0,0,10,false,0,0,,,,Lightweight Frame*,Tactile String*,Elastic String,Carbon Arrow Shaft,Fiberglass Arrow Shaft*,Killing Wind*,Frenzy*,Tier 3: Stability*,Kill Tracker*,Crucible Tracker,,,,,,,,,
Arc Logic,2723909519,"""6917529523535741619""",keep,Legendary,Auto Rifle,moon,Energy,Arc,1600,,Range,10,Vault,true,false,4,14,,47,65,21,58,16,0,0,39,600,71,41,64,0,0,0,0,0,0,0,0,0,10,false,0,252,,,,Adaptive Frame*,Hammer-Forged Rifling*,Smallbore,Appended Mag,Flared Magwell*,Feeding Frenzy*,Rampage*,Masterworked: Range*,Kill Tracker*,Crucible Tracker,,,,,,,,,
Posterity,3281285075,"""6917529524728363528""",keep,Legendary,Hand Cannon,deepstonecrypt,Energy,Arc,1600,,Handling,6,Vault,true,false,4,12,,100,79,78,44,14,0,0,70,180,72,13,47,0,0,0,0,0,0,0,0,0,22,false,0,43,,,,Precision Frame*,Corkscrew Rifling*,Hammer-Forged Rifling,Extended Mag,Flared Magwell*,Reconstruction*,Rampage*,Tier 6: Handling*,Trials Memento Tracker,Nightfall Memento Tracker,Gambit Memento Tracker,Crucible Memento Tracker,Kill Tracker*,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,
Temptation's Hook,35794111,"""6917529525720738968""",keep,Legendary,Sword,contact,Power,Arc,1600,,Impact,1,Vault,true,false,3,11,,0,0,44,0,0,0,0,0,0,0,62,0,0,0,0,60,10,0,40,40,0,0,false,0,0,,,,Caster Frame*,Hungry Edge,Enduring Blade*,Jagged Edge,Balanced Guard,Swordmaster's Guard*,Relentless Strikes*,Vorpal Weapon*,Tier 1: Impact*,Kill Tracker*,Crucible Tracker,,,,,,,,
PLUG ONE.1 (Adept),534775659,"""6917529544543736776""",keep,Legendary,Fusion Rifle,nightfall,Energy,Arc,1600,,Range,1,Vault,true,false,4,14,,75,66,85,69,17,0,0,49,0,31,7,36,780,0,0,0,0,0,0,0,0,8,false,0,0,,,,Precision Frame*,Chambered Compensator,Hammer-Forged Rifling*,Enhanced Battery,Liquid Coils*,Feeding Frenzy*,Bottomless Grief,Reservoir Burst*,Tier 1: Range*,Kill Tracker*,Crucible Tracker,,,,,,,,
Gjallarhorn,1363886209,"""6917529545095261842""",keep,Exotic,Rocket Launcher,30th,Power,Solar,1800,,Magazine,10,Vault,true,false,4,15,,49,76,0,0,20,100,40,54,15,67,2,76,0,0,0,0,0,0,0,0,0,6,false,0,1295,,,,Wolfpack Rounds*,Volatile Launch*,Alloy Casing*,Pack Hunter*,Short-Action Stock*,GJNKR*,Kill Tracker*,Crucible Tracker,Gjallarhorn Catalyst*,,,,,,,,,,
Pardon Our Dust,3849810018,"""6917529545268486218""",keep,Legendary,Grenade Launcher,30th,KineticSlot,Kinetic,1600,,Handling,10,Vault,true,false,4,15,,100,75,0,0,13,0,73,38,90,69,1,88,0,0,0,0,0,0,0,0,0,2,false,0,1135,,,,Lightweight Frame*,Volatile Launch,Countermass*,Disorienting Grenades*,Spike Grenades,Auto-Loading Holster*,Demolitionist*,Conflagrate*,Masterworked: Handling*,Trials Memento Tracker,Nightfall Memento Tracker,Gambit Memento Tracker,Crucible Memento Tracker,Kill Tracker*,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,
Forerunner,2179048386,"""6917529545296210078""",keep,Exotic,Sidearm,30th,KineticSlot,Kinetic,1800,,,10,Vault,true,false,4,15,,96,60,35,100,20,0,0,87,200,95,15,65,0,0,0,0,0,0,0,0,0,30,false,0,20,,,,Full Stop*,Smallbore*,Flared Magwell*,Pace Yourself*,Smooth Grip*,Kill Tracker*,Crucible Tracker,Forerunner Catalyst*,,,,,,,,,,,
Shadow Price (Adept),2147010335,"""6917529554331724147""",keep,Legendary,Auto Rifle,nightfall,Energy,Arc,1600,,Reload Speed,10,Vault,true,false,4,13,,79,43,29,86,16,0,0,48,450,57,33,46,0,0,0,0,0,0,0,0,0,21,false,0,618,,,,Precision Frame*,Chambered Compensator,Hammer-Forged Rifling*,Accurized Rounds*,Extended Mag,Feeding Frenzy*,Bottomless Grief,Dragonfly*,Masterworked: Reload Speed*,Kill Tracker*,Crucible Tracker,,,,,,,,
Hero of Ages,2139640995,"""6917529555218973745""",keep,Legendary,Sword,30th,Power,Arc,1810,,Impact,10,Hunter(1814),true,false,4,15,,0,0,68,0,0,0,0,0,0,0,55,0,0,0,0,35,10,0,40,40,0,0,false,0,8175,,"weapons, Mactics' Strand Osteo Warlock, #a-cowl #12punch #",,Vortex Frame*,Enduring Blade,Jagged Edge*,Tempered Edge,Balanced Guard,Swordmaster's Guard*,Unrelenting*,Chain Reaction*,Sinking Feeling*,Masterworked: Impact*,Kill Tracker*,Crucible Tracker,,,,,,,
Arbalest,2130065553,"""6917529556510925197""",keep,Exotic,Linear Fusion Rifle,,KineticSlot,Kinetic,1810,,"Handling, Magazine",10,Warlock(1816),true,false,2,6,,87,31,41,56,25,0,0,55,0,28,6,40,533,0,0,0,0,0,0,0,0,12,false,0,276,,Mactics' Fallen Sunstar Warlock,,Compounding Force*,Extended Barrel*,Projection Fuse*,Disruption Break*,Composite Stock*,Outrunner*,Kill Tracker*,Crucible Tracker,Arbalest Catalyst*,,,,,,,,,,
Zephyr,3400256755,"""6917529557288260587""",keep,Legendary,Sword,events,Power,Stasis,1600,,Impact,1,Vault,true,false,4,15,The Dawning,0,0,64,0,0,0,0,0,0,0,56,0,0,0,0,30,10,0,40,40,0,0,false,0,0,,,,Adaptive Frame*,Enduring Blade,Jagged Edge*,Heavy Guard,Swordmaster's Guard*,Duelist's Trance*,Energy Transfer,Counterattack,Whirlwind Blade*,Tier 1: Impact*,Kill Tracker*,Crucible Tracker,,,,,,,
Seventh Seraph CQC-12,1821724780,"""6917529561857401708""",keep,Legendary,Shotgun,seasonpass,Energy,Solar,1600,,Handling,1,Vault,true,false,3,10,,56,46,65,58,12,0,0,39,80,70,7,70,0,0,0,0,0,0,0,0,0,2,false,0,0,suros,,,Lightweight Frame*,Smoothbore*,Smallbore,Tactical Mag*,Light Mag,Auto-Loading Holster*,Vorpal Weapon*,Tier 1: Handling*,Kill Tracker*,Crucible Tracker,,,,,,,,,
Ascendancy,725408022,"""6917529563522144468""",keep,Legendary,Rocket Launcher,crucible,Power,Solar,1800,,Handling,10,Vault,true,false,4,15,,70,61,0,0,20,30,61,52,15,27,1,66,0,0,0,0,0,0,0,0,0,3,false,0,776,,,,Precision Frame*,Quick Launch*,Impact Casing*,Impulse Amplifier*,Ambitious Assassin,Explosive Light*,Chain Reaction,Boss Spec*,Masterworked: Handling*,Fulfillment Ornament*,Kill Tracker*,Crucible Tracker,,,,,,,
Tigerspite,640114618,"""6917529565356822224""",keep,Legendary,Auto Rifle,dreaming,KineticSlot,Kinetic,1600,,Stability,1,Vault,true,false,4,14,,78,44,29,67,16,0,0,52,450,40,33,35,0,0,0,0,0,0,0,0,0,10,false,0,0,,,,Precision Frame*,Chambered Compensator*,Hammer-Forged Rifling,Alloy Magazine,Armor-Piercing Rounds*,Surplus*,Swashbuckler*,Tier 1: Stability*,Kill Tracker*,Crucible Tracker,,,,,,,,,
